subject_code,subject_name,term,day,period,instructors,class_id,status,note(特筆事項)
ELE301b,電気・電子回路,前学期,月,1,水戸　和幸,"Aクラス,Bクラス",filled,
ELE301b,電気・電子回路,前学期,月,1,板倉　直明,,unresolved,時間割画像の月1限枠で担当教員「板倉　直明」の表記を確認できず、自動判定不可(要個別確認)
ELE301c,電気・電子回路,前学期,月,1,水戸　和幸,"Aクラス,Bクラス",filled,
ELE301c,電気・電子回路,前学期,月,1,板倉　直明,,unresolved,時間割画像の月1限枠で担当教員「板倉　直明」の表記を確認できず、自動判定不可(要個別確認)
ELE301d,電気・電子回路,前学期,月,1,水戸　和幸,"Aクラス,Bクラス",filled,
ELE301d,電気・電子回路,前学期,月,1,板倉　直明,,unresolved,時間割画像の月1限枠で担当教員「板倉　直明」の表記を確認できず、自動判定不可(要個別確認)
ELE301e,電気・電子回路,前学期,月,1,水戸　和幸,"Aクラス,Bクラス",filled,
ELE301e,電気・電子回路,前学期,月,1,板倉　直明,,unresolved,時間割画像の月1限枠で担当教員「板倉　直明」の表記を確認できず、自動判定不可(要個別確認)
ELE301f,基礎電気回路,前学期,月,2,内田　雅文,Mエリア,filled,
ELE301f,基礎電気回路,前学期,月,3,石川　亮,"I5クラス,I6クラス",filled,
ELE301f,基礎電気回路,前学期,火,4,西　一樹,,unresolved,火4限の同じクラス/プログラムに別科目「基礎電磁気学、情報領域演習第二、複素関数論」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE301f,基礎電気回路,前学期,金,2,張　熙,,unresolved,金2限の同じクラス/プログラムに別科目「工学基礎数学および演習」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE301g,基礎電気回路,前学期,月,2,内田　雅文,Mエリア,filled,
ELE301g,基礎電気回路,前学期,月,3,石川　亮,"I5クラス,I6クラス",filled,
ELE301g,基礎電気回路,前学期,火,4,西　一樹,,unresolved,火4限の同じクラス/プログラムに別科目「基礎電磁気学、情報領域演習第二、複素関数論」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE301g,基礎電気回路,前学期,金,2,張　熙,,unresolved,金2限の同じクラス/プログラムに別科目「工学基礎数学および演習」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE301h,基礎電気回路,前学期,月,2,内田　雅文,Mエリア,filled,
ELE301h,基礎電気回路,前学期,月,3,石川　亮,"I5クラス,I6クラス",filled,
ELE301h,基礎電気回路,前学期,火,4,西　一樹,,unresolved,火4限の同じクラス/プログラムに別科目「基礎電磁気学、情報領域演習第二、複素関数論」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE301h,基礎電気回路,前学期,金,2,張　熙,,unresolved,金2限の同じクラス/プログラムに別科目「工学基礎数学および演習」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE301i,基礎電気回路,前学期,月,2,内田　雅文,Mエリア,filled,
ELE301i,基礎電気回路,前学期,月,3,石川　亮,"I5クラス,I6クラス",filled,
ELE301i,基礎電気回路,前学期,火,4,西　一樹,,unresolved,火4限の同じクラス/プログラムに別科目「基礎電磁気学、情報領域演習第二、複素関数論」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE301i,基礎電気回路,前学期,金,2,張　熙,,unresolved,金2限の同じクラス/プログラムに別科目「工学基礎数学および演習」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE301j,基礎電気回路,前学期,月,2,内田　雅文,Mエリア,filled,
ELE301j,基礎電気回路,前学期,月,3,石川　亮,"I5クラス,I6クラス",filled,
ELE301j,基礎電気回路,前学期,火,4,西　一樹,,unresolved,火4限の同じクラス/プログラムに別科目「基礎電磁気学、情報領域演習第二、複素関数論」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE301j,基礎電気回路,前学期,金,2,張　熙,,unresolved,金2限の同じクラス/プログラムに別科目「工学基礎数学および演習」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE301k,基礎電気回路,前学期,水,4,中村　信行,Mエリア(1クラス),filled,
ELE301k,基礎電気回路,前学期,金,3,武者　満,Mエリア(2クラス),filled,
ELE301k,基礎電気回路,前学期,金,3,中川　賢一,Mエリア(3クラス),filled,
ELE301k,基礎電気回路,前学期,金,3,曽我部　東馬,Mエリア(4クラス),filled,
ELE301m,基礎電気回路,前学期,水,4,中村　信行,Mエリア(1クラス),filled,
ELE301m,基礎電気回路,前学期,金,3,武者　満,Mエリア(2クラス),filled,
ELE301m,基礎電気回路,前学期,金,3,中川　賢一,Mエリア(3クラス),filled,
ELE301m,基礎電気回路,前学期,金,3,曽我部　東馬,Mエリア(4クラス),filled,
ELE301n,基礎電気回路,前学期,水,4,中村　信行,Mエリア(1クラス),filled,
ELE301n,基礎電気回路,前学期,金,3,武者　満,Mエリア(2クラス),filled,
ELE301n,基礎電気回路,前学期,金,3,中川　賢一,Mエリア(3クラス),filled,
ELE301n,基礎電気回路,前学期,金,3,曽我部　東馬,Mエリア(4クラス),filled,
ELE301p,基礎電気回路,前学期,水,4,中村　信行,Mエリア(1クラス),filled,
ELE301p,基礎電気回路,前学期,金,3,武者　満,Mエリア(2クラス),filled,
ELE301p,基礎電気回路,前学期,金,3,中川　賢一,Mエリア(3クラス),filled,
ELE301p,基礎電気回路,前学期,金,3,曽我部　東馬,Mエリア(4クラス),filled,
ELE301r,基礎電気回路,前学期,水,4,中村　信行,Mエリア(1クラス),filled,
ELE301r,基礎電気回路,前学期,金,3,武者　満,Mエリア(2クラス),filled,
ELE301r,基礎電気回路,前学期,金,3,中川　賢一,Mエリア(3クラス),filled,
ELE301r,基礎電気回路,前学期,金,3,曽我部　東馬,Mエリア(4クラス),filled,
ELE401g,回路システム学第一,後学期,水,3,範　公可,情報通信工学プログラム,filled,
ELE401g,回路システム学第一,後学期,木,3,和田　光司,電子情報学プログラム,filled,
ELE401h,論理回路学,後学期,月,3,小島　年春,,unresolved,時間割画像の月3限枠で担当教員「小島　年春」の表記を確認できず、自動判定不可(要個別確認)
ELE401h,論理回路学,後学期,火,1,安達　宏一,,unresolved,時間割画像の火1限枠で担当教員「安達　宏一」の表記を確認できず、自動判定不可(要個別確認)
ELE401k,基礎電子回路,後学期,月,3,奥野　剛史,機械システムプログラム,filled,
ELE401k,基礎電子回路,後学期,月,3,美濃島　薫,,unresolved,月3限の同じクラス/プログラムに別科目「波動と光」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE401k,基礎電子回路,後学期,月,3,岩國　加奈,,unresolved,月3限の同じクラス/プログラムに別科目「波動と光」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE401k,基礎電子回路,後学期,金,2,沈　青,,unresolved,金2限の同じクラス/プログラムに別科目「波動と光、電磁気学および演習」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE401m,基礎電子回路,後学期,月,3,奥野　剛史,機械システムプログラム,filled,
ELE401m,基礎電子回路,後学期,月,3,美濃島　薫,,unresolved,月3限の同じクラス/プログラムに別科目「波動と光」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE401m,基礎電子回路,後学期,月,3,岩國　加奈,,unresolved,月3限の同じクラス/プログラムに別科目「波動と光」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE401m,基礎電子回路,後学期,金,2,沈　青,,unresolved,金2限の同じクラス/プログラムに別科目「波動と光、電磁気学および演習」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE401n,基礎電子回路,後学期,月,3,奥野　剛史,機械システムプログラム,filled,
ELE401n,基礎電子回路,後学期,月,3,美濃島　薫,,unresolved,月3限の同じクラス/プログラムに別科目「波動と光」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE401n,基礎電子回路,後学期,月,3,岩國　加奈,,unresolved,月3限の同じクラス/プログラムに別科目「波動と光」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE401n,基礎電子回路,後学期,金,2,沈　青,,unresolved,金2限の同じクラス/プログラムに別科目「波動と光、電磁気学および演習」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE401p,基礎電子回路,後学期,月,3,奥野　剛史,機械システムプログラム,filled,
ELE401p,基礎電子回路,後学期,月,3,美濃島　薫,,unresolved,月3限の同じクラス/プログラムに別科目「波動と光」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE401p,基礎電子回路,後学期,月,3,岩國　加奈,,unresolved,月3限の同じクラス/プログラムに別科目「波動と光」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE401p,基礎電子回路,後学期,金,2,沈　青,,unresolved,金2限の同じクラス/プログラムに別科目「波動と光、電磁気学および演習」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE401r,基礎電子回路,後学期,月,3,奥野　剛史,機械システムプログラム,filled,
ELE401r,基礎電子回路,後学期,月,3,美濃島　薫,,unresolved,月3限の同じクラス/プログラムに別科目「波動と光」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE401r,基礎電子回路,後学期,月,3,岩國　加奈,,unresolved,月3限の同じクラス/プログラムに別科目「波動と光」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE401r,基礎電子回路,後学期,金,2,沈　青,,unresolved,金2限の同じクラス/プログラムに別科目「波動と光、電磁気学および演習」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE402h,回路システム学第一,後学期,水,3,範　公可,情報通信工学プログラム,filled,
ELE402h,回路システム学第一,後学期,木,3,和田　光司,電子情報学プログラム,filled,
ELE403g,論理回路学,後学期,月,3,小島　年春,,unresolved,時間割画像の月3限枠で担当教員「小島　年春」の表記を確認できず、自動判定不可(要個別確認)
ELE403g,論理回路学,後学期,火,1,安達　宏一,,unresolved,時間割画像の火1限枠で担当教員「安達　宏一」の表記を確認できず、自動判定不可(要個別確認)
ELE404g,基礎電子工学,後学期,木,2,田尻　武義,,unresolved,時間割画像の木2限枠で担当教員「田尻　武義」の表記を確認できず、自動判定不可(要個別確認)
ELE404g,基礎電子工学,後学期,金,3,田尻　武義,情報通信工学プログラム,filled,
ELE404h,基礎電子工学,後学期,木,2,田尻　武義,,unresolved,時間割画像の木2限枠で担当教員「田尻　武義」の表記を確認できず、自動判定不可(要個別確認)
ELE404h,基礎電子工学,後学期,金,3,田尻　武義,情報通信工学プログラム,filled,
ELE501a,情報通信システム,前学期,月,2,八巻　隼人,"情報数理工学プログラム,コンピュータサイエンスプログラム",filled,
ELE501a,情報通信システム,前学期,木,4,内海　彰,"メディア情報学プログラム,経営・社会情報学プログラム,デザイン思考・データサイエンスプログラム",filled,
ELE501b,情報通信システム,前学期,月,2,八巻　隼人,"情報数理工学プログラム,コンピュータサイエンスプログラム",filled,
ELE501b,情報通信システム,前学期,木,4,内海　彰,"メディア情報学プログラム,経営・社会情報学プログラム,デザイン思考・データサイエンスプログラム",filled,
ELE501e,情報通信システム,前学期,月,2,八巻　隼人,"情報数理工学プログラム,コンピュータサイエンスプログラム",filled,
ELE501e,情報通信システム,前学期,木,4,内海　彰,"メディア情報学プログラム,経営・社会情報学プログラム,デザイン思考・データサイエンスプログラム",filled,
ELE501g,回路システム学第二,前学期,水,2,小野　哲,電子情報学プログラム,filled,
ELE501g,回路システム学第二,前学期,水,2,和田　光司,情報通信工学プログラム,filled,
ELE501h,回路システム学第二,前学期,水,2,小野　哲,電子情報学プログラム,filled,
ELE501h,回路システム学第二,前学期,水,2,和田　光司,情報通信工学プログラム,filled,
ELE501m,電子工学実験第一,前学期,水,2,宮本・酒井・島田・坂本・高田（亨）・早川（全担当者はその他欄に記載）,,unresolved,担当者内訳が時間割の「その他欄」参照となっており、画像内でクラス別の個別対応が確認できない
ELE501m,電子工学実験第一,前学期,水,3,宮本・酒井・島田・坂本・高田（亨）・早川（全担当者はその他欄に記載）,,unresolved,担当者内訳が時間割の「その他欄」参照となっており、画像内でクラス別の個別対応が確認できない
ELE501m,電子工学実験第一,前学期,水,4,宮本・酒井・島田・坂本・高田（亨）・早川（全担当者はその他欄に記載）,,unresolved,担当者内訳が時間割の「その他欄」参照となっており、画像内でクラス別の個別対応が確認できない
ELE501m,電子工学実験第一,前学期,木,2,宮本・酒井・島田・坂本・高田（亨）・早川（全担当者はその他欄に記載）,,unresolved,担当者内訳が時間割の「その他欄」参照となっており、画像内でクラス別の個別対応が確認できない
ELE501m,電子工学実験第一,前学期,木,3,宮本・酒井・島田・坂本・高田（亨）・早川（全担当者はその他欄に記載）,,unresolved,担当者内訳が時間割の「その他欄」参照となっており、画像内でクラス別の個別対応が確認できない
ELE501m,電子工学実験第一,前学期,木,4,宮本・酒井・島田・坂本・高田（亨）・早川（全担当者はその他欄に記載）,,unresolved,担当者内訳が時間割の「その他欄」参照となっており、画像内でクラス別の個別対応が確認できない
ELE503g,情報理論,前学期,月,3,大濱　靖匡,,unresolved,月3限の同じクラス/プログラムに別科目「信号処理論」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE503g,情報理論,前学期,火,3,八木　秀樹,,unresolved,火3限の同じクラス/プログラムに別科目「信号処理論」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE503h,情報理論,前学期,月,3,大濱　靖匡,,unresolved,月3限の同じクラス/プログラムに別科目「信号処理論」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE503h,情報理論,前学期,火,3,八木　秀樹,,unresolved,火3限の同じクラス/プログラムに別科目「信号処理論」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE504g,信号処理論,前学期,月,3,張　熙,,unresolved,月3限の同じクラス/プログラムに別科目「情報理論」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE504g,信号処理論,前学期,火,3,高橋　弘太,,unresolved,火3限の同じクラス/プログラムに別科目「情報理論」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE504h,信号処理論,前学期,月,3,張　熙,,unresolved,月3限の同じクラス/プログラムに別科目「情報理論」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE504h,信号処理論,前学期,火,3,高橋　弘太,,unresolved,火3限の同じクラス/プログラムに別科目「情報理論」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
ELE601h,電子回路学,後学期,月,1,内田　雅文,"計測・制御システムプログラム,先端ロボティクスプログラム",filled,
ELE601h,電子回路学,後学期,火,3,小島　年春,,unresolved,時間割画像の火3限枠で担当教員「小島　年春」の表記を確認できず、自動判定不可(要個別確認)
ELE601i,電子回路学,後学期,月,1,内田　雅文,"計測・制御システムプログラム,先端ロボティクスプログラム",filled,
ELE601i,電子回路学,後学期,火,3,小島　年春,,unresolved,時間割画像の火3限枠で担当教員「小島　年春」の表記を確認できず、自動判定不可(要個別確認)
ELE601j,電子回路学,後学期,月,1,内田　雅文,"計測・制御システムプログラム,先端ロボティクスプログラム",filled,
ELE601j,電子回路学,後学期,火,3,小島　年春,,unresolved,時間割画像の火3限枠で担当教員「小島　年春」の表記を確認できず、自動判定不可(要個別確認)
ELE601p,電子回路学,後学期,月,4,水柿　義直,電子工学プログラム,filled,
ELE601p,電子回路学,後学期,金,2,志賀　智一,"光工学プログラム,物理工学プログラム",filled,
ELE602m,電子回路学,後学期,月,4,水柿　義直,電子工学プログラム,filled,
ELE602m,電子回路学,後学期,金,2,志賀　智一,"光工学プログラム,物理工学プログラム",filled,
ELE602n,電子回路学,後学期,月,4,水柿　義直,電子工学プログラム,filled,
ELE602n,電子回路学,後学期,金,2,志賀　智一,"光工学プログラム,物理工学プログラム",filled,
ELE603g,電子回路学,後学期,月,1,内田　雅文,"計測・制御システムプログラム,先端ロボティクスプログラム",filled,
ELE603g,電子回路学,後学期,火,3,小島　年春,,unresolved,時間割画像の火3限枠で担当教員「小島　年春」の表記を確認できず、自動判定不可(要個別確認)
ELE603n,デジタル信号処理,後学期,月,3,渡邉　恵理子,"電子工学プログラム,光工学プログラム",filled,
ELE603n,デジタル信号処理,後学期,月,4,金子　修,"セキュリティ情報学プログラム,計測・制御システムプログラム,先端ロボティクスプログラム,機械システムプログラム",filled,
ELE605m,デジタル信号処理,後学期,月,3,渡邉　恵理子,"電子工学プログラム,光工学プログラム",filled,
ELE605m,デジタル信号処理,後学期,月,4,金子　修,"セキュリティ情報学プログラム,計測・制御システムプログラム,先端ロボティクスプログラム,機械システムプログラム",filled,
ENG302z,英語演習,前学期,月,4,Hauser　Eric,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
ENG302z,英語演習,前学期,月,4,上原　寿和子,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
ENG302z,英語演習,前学期,月,4,高坂　洋史,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
ENG302z,英語演習,前学期,木,1,Atsuko Marie Jeffreys,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
ENG302z,英語演習,前学期,木,1,大石　由紀子,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
ENG302z,英語演習,前学期,金,4,Hauser　Eric,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
ENG302z,英語演習,前学期,金,4,大石　由紀子,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
ENG302z,英語演習,前学期,金,4,高坂　洋史,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
ENG302z,英語演習,後学期,月,4,Hauser　Eric,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
ENG302z,英語演習,後学期,月,4,上原　寿和子,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
ENG302z,英語演習,後学期,木,1,Atsuko Marie Jeffreys,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
ENG302z,英語演習,後学期,木,1,大石　由紀子,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
ENG302z,英語演習,後学期,金,4,Hauser　Eric,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
ENG302z,英語演習,後学期,金,4,上原　寿和子,,pending,ルール4: 科目コードの数字と学期(前学期/後学期)が一致しないため個別確認が必要(要保留)
FGN101a,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101a,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101a,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN101b,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101b,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101b,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN101c,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101c,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101c,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN101d,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101d,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101d,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN101e,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101e,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101e,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN101f,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101f,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101f,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN101g,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101g,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101g,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN101h,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101h,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101h,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN101i,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101i,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101i,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN101j,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101j,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101j,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN101k,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101k,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101k,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN101m,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101m,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101m,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN101n,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101n,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101n,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN101p,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101p,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101p,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN101r,基礎数学演習第一,前学期,水,1,濱野　哲子,"クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10",filled,
FGN101r,基礎数学演習第一,前学期,水,2,濱野　哲子,"クラス1,クラス2,クラス11",filled,
FGN101r,基礎数学演習第一,前学期,水,5,濱野　哲子,"クラス1,クラス2,クラス3,クラス4,クラス5,クラス6,クラス7,クラス8,クラス9,クラス10,クラス11,クラス12",filled,
FGN102a,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,"クラス2,クラス3,クラス4,クラス5,クラス6,クラス12",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN102a,基礎物理学演習第一,前学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第一、選択独語第一」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN102a,基礎物理学演習第一,前学期,金,1,濱野　哲子,"クラス5,クラス6,クラス9,クラス10,クラス11,クラス12",filled,
FGN102b,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,"クラス2,クラス3,クラス4,クラス5,クラス6,クラス12",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN102b,基礎物理学演習第一,前学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第一、選択独語第一」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN102b,基礎物理学演習第一,前学期,金,1,濱野　哲子,"クラス5,クラス6,クラス9,クラス10,クラス11,クラス12",filled,
FGN102c,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,"クラス2,クラス3,クラス4,クラス5,クラス6,クラス12",filled_fallback,担当教員名が時間割画像内でカタカナ等別表記のため、科目名・曜日・時限の一致のみで判定(担当教員名の直接一致は未確認)
FGN102c,基礎物理学演習第一,前学期,木,5,中井　日佐司,,unresolved,木5限の同じクラス/プログラムに別科目「選択中国語第一、選択独語第一」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
FGN102c,基礎物理学演習第一,前学期,金,1,濱野　哲子,"クラス5,クラス6,クラス9,クラス10,クラス11,クラス12",filled,
